Kategori;Poz No;Taným;Birim;2025 Birim Fiyat (TL)
ELEKTRÝK;354171004;1 Kanallý, 1x2000m menzilli;;9712.50
ELEKTRÝK;354171005;2 Kanallý, 2x2000m menzilli;;11734.38
ELEKTRÝK;354171006;4 Kanallý, 4x2000m menzilli;;12006.25
ELEKTRÝK;354171007;1 Kanallý, 1x4000m menzilli;;10587.50
ELEKTRÝK;354171008;2 Kanallý, 2x4000m menzilli;;12609.38
ELEKTRÝK;354171009;4 Kanallý, 4x4000m menzilli;;12881.25
ELEKTRÝK;354171010;1 Kanallý, 1x6000m menzilli;;11462.50
ELEKTRÝK;354171011;2 Kanallý, 2x6000m menzilli;;13484.38
ELEKTRÝK;354171012;4 Kanallý, 4x6000m menzilli;;13756.25
ELEKTRÝK;354171013;1 Kanallý, 1x8000m menzilli;;12337.50
ELEKTRÝK;354171014;2 Kanallý, 2x8000m menzilli;;14359.38
ELEKTRÝK;354171015;4 Kanallý, 4x8000m menzilli;;14631.25
ELEKTRÝK;354171016;1 Kanallý, 1x10000m menzilli;;13212.50
ELEKTRÝK;354171017;2 Kanallý, 2x10000m menzilli;;15234.38
ELEKTRÝK;354171018;4 Kanallý, 4x10000m menzilli;;16381.25
ELEKTRÝK;354171200;Fiber optik (f/o) plastik doðrusal kablo tipi standart sýcaklýk sensörü: (Ölçü: m) Halogen free alev iletmez LSZH termoplastik kablo içinde bir çift MultiMode 50/125 ?m veya 62,5/125 ?m fiber kýldan oluþan ve çevresel etkilerden etkilenmeyecek özelliklerde ve esnek yapýda, dýþ çapý 4 mm, ezilme direnci en az 100 N/cm, kopma dayaným gücü en az 500N, Çalýþma sýcaklýðý -30°C / 80°C sahip olan, 35.417.1000 birim fiyat numaralý kontrol ünitesine pig tailler ile direk baðlanabilen TS EN54-22 standardýna sahip ve IEC 60331-25, IEC 620332-1/2/3-24, EN18700 standartlarýna uygun olarak imal edilmiþ ve üreticinin performans beyaný sahip olan f/o sensör kablonun temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;64.69
ELEKTRÝK;354171300;Fiber optik (f/o) doðrusal kablo tipi çelik boru içinde sýcaklýk sensörü: (Ölçü: m) Çelik tüp içinde bir çift MultiMode 50/125 ?m veya 62,5/125 ?m fiber kýldan oluþan, çevresel etkilerden etkilenmeyecek dýþ darbelere karþý dayanýklý yapýda, dýþ çapý 4 mm, çalýþma sýcaklýðý -40°C / 85°C sahip olan, 35.417.1000 birim fiyat numaralý kontrol ünitesine pig tailler ile direk baðlanabilen TS EN54-22 standardlarýna sahip ve IEC 60332–3, IEC 60331-25, IEC 620332-1/2/3-24, EN18700  standartlarýna uygun olarak imal edilmiþ ve üreticinin performans beyanýna sahip olan f/o sensör kablonun temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;189.94
ELEKTRÝK;354201050;Adresli elektrokimyasal karbonmonoksit (CO) gaz dedektörü (Ölçü: Ad.) Gaz kontrol paneline baðlanmak suretiyle çalýþabilen, karbonmonoksit ölçüm aralýðý 0-300 ppm aralýðýnda olan, besleme gerilimi 24 V DC olan, sensör ömrü en az 2 yýl olan, üzerinde çalýþma durumunu gösterir led bulunan, ISO 9001 Kalite Yönetim Sistem belgelerine sahip firma mamulü, TS EN 50545-1 standardýna uygun, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyanýna sahip cihazýn iþ yerine nakli, montajýnýn yapýlmasý, gaz alarm sortilerine baðlanmasý, test ve ayarlarýnýn yapýlmasý, her nevi malzeme ve iþçilik dahil iþler halde teslimi.;;646.88
ELEKTRÝK;354201100;Adresli Nitrojen dioksit (NO2) gaz dedektörü (Ölçü: Ad.) Gaz kontrol paneline baðlanmak suretiyle çalýþabilen, nitrojen dioksit ölçüm aralýðý 0-30 ppm aralýðýnda olan, besleme gerilimi 24 V DC olan, Sensör ömrü en az 2 yýl olan, üzerinde çalýþma durumunu gösterir Led bulunan, ISO 9001 Kalite Yönetim Sistem belgelerine sahip firma mamulü, TS EN 50545-1 standardýna uygun, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyanýna sahip cihazýn iþ yerine nakli, montajýnýn yapýlmasý, gaz alarm sortilerine baðlanmasý, test ve ayarlarýnýn yapýlmasý, her nevi malzeme ve iþçilik;;646.88
SIHHÝ TESÝSAT;354201150;"Adresli  LPG-Doðalgaz (Metan-CH4) gaz paneli (Ölçü: Ad.) Patlayýcý gazlar LPG ve Doðalgaz (Metan-CH4) gazlarýný algýlayabilen gaz dedektörleri ile birlikte çalýþabilen, gazlarýn algýlanmasý ve tahliyesi için elektromekanik jet fan veya gaz/duman tahliye sistemlerini kumanda edebilen konvansiyonel kombine gaz kontrol paneli standarda uygun sayýda ve deðerlerde alarm eþik seviyesine ve uygun gaz alarm bölgesine  sahip olacaktýr. Panel, merkezi hata, gaz alarm röle çýkýþlarýna ve her bir algýlama seviyesi için bölge bazýnda ayrý röle çýkýþlarýna sahip olacaktýr. Her bölge için gerekli röle çýkýþý ile gaz tahliye otomasyonuna dahil edilecektir. Üzerinde bulunan ekran üzerinden çalýþma durumuna ait veriler izlenebilecek ve yönlendirilebilecektir. Türkçe menü yardýmý ile gerekli ayarlar ve yapýlandýrma yapýlabilecektir. Bu menü sayesinde; gaz alarmýnýn kilitlemeli veya kilitlemesiz seçimi, bölgelere giriþ gecikmesi verilmesi, sirenlere çýkýþ gecikmesi verilmesi, bölgelerin test edilebilmesi, hata rölesinin, alarm bölgelerinin ve dahili sirenin devre dýþý býrakýlabilmesi gibi fonksiyonlarý yerine getirebilecek ve santral üzerinden bu durumlar izlenebilecek, eriþim seviyesi þifresine sahip olacaktýr. Gaz kontrol paneli, algýlama ve alarm cihazlarýna giden tüm hatlarý kopukluk, kýsa devre ve hat üzerinde bulunan cihazlarýn yerinden sökülmesi gibi arýzalara karþý sürekli olarak denetim altýnda tutacaktýr. Kontrol paneli sahip olduðu uzaktan kontrol giriþleri sayesinde; alarm durumuna geçirilebilecek, alarm durumu iptal edilebilecek ve sistem sýfýrlanabilecektir. Ana beslemenin kesilmesi durumunda gaz alarm sistemi fonksiyonlarýný en az 24 saat yerine getirebilecek ve bu sürenin sonunda tüm alarm verme, kontrol ve haberleþme fonksiyonlarýný en az 30 dakika süre ile yerine getirebilecek þekilde tam kapalý, sýzdýrmaz tip, bakým gerektirmeyen akümülatörler ile teçhiz edilen, TS EN 54-4 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ güç kaynaðýndan beslenecektir. Panel 2014/35/AB Belirli Gerilim Sýnýrlarý Ýçin Tasarlanan Elektrikli Ekipman Ýle Ýlgili Yönetmeliðe uygun olarak CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný sahip olan santralýn temini, iþyerine nakli, yerine montajý, baðlantý, test ve ayarlarýnýn yapýlmasý her nevi malzeme ve iþçilik dahil iþler halde teslimi.";;6087.50
ELEKTRÝK;354201200;Adresli LPG gaz dedektörü (Ölçü: Ad.) LPG gazýný algýlayacak ve gaz seviyesi % 20 LEL’e (patlama alt sýnýrý) ulaþtýðýnda 85 dB ses þiddetinde alarm verecektir. Adresli patlayýcý gaz dedektörü mikroiþlemci kontrollü olacaktýr. Dedektör üzerinde uzaktan gözle kontrolün saðlanabilmesi için en az 3 adet Led ýþýðý olacaktýr. Sistemin devrede, alarm ve hata konumunda olduðunu gösterecektir. Dedektör üzerindeki test butonu sayesinde Led’lerin ve dahili sirenin fonksiyon testi yapýlacaktýr. Dedektör harici 24 V DC besleme gerilimiyle çalýþacaktýr. Beslemesi 35.410.6000 birim fiyat numarasýnda belirtilen teknik özelliklere sahip 24V DC anahtarlamalý (SMPS) güç kaynaðýndan saðlanacaktýr. (Akü ve SMPS anahtarlamalý güç kaynaðý fiyatý birim fiyata dahil deðildir). TS EN 50194-1 standardýna uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyanýna sahip dedektörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;646.88
ELEKTRÝK;354201250;LPG gaz dedektörü (Ölçü: Ad.) En fazla % 20 LEL (patlama alt sýnýrý) seviyesinde LPG gazý algýlanmasý durumunda alarm durumuna geçen ve 85 dB ses þiddetinde alarm verecek, ortamdaki LPG gaz seviyesi patlama alt sýnýrý seviyesi altýna düþtüðünde otomatik olarak normal duruma geçebilen, dedektör üzerinde uzaktan gözle kontrolün saðlanabilmesi için en az 3 adet Led ýþýðý olacaktýr. Sistemin devrede, alarm ve hata konumunda olduðunu gösterecektir. Dedektör üzerindeki test butonu sayesinde Ledlerin ve dahili sirenin fonksiyon testi yapýlacaktýr. Besleme gerilimi 220 V AC veya 24 V DC olan, TS EN 50194-1 standardýna uygun, CE uygunluk iþareti ile piyasaya arz edilmiþ dedektörün temini iþ yerine nakli, montajýnýn yapýlmasý, gaz alarm sortilerine baðlanmasý, test ve ayarlarýnýn yapýlmasý, her nevi malzeme ve iþçilik dahil iþler halde teslimi. Cihazýn 24 V DC olarak kullanýlmasý halinde, 35.410.6000 birim fiyat numaralý anahtarlamalý (SMPS) güç kaynaðý ünitesi kullanýlacak ve güç kaynaðý fiyata dahil deðildir.;;646.88
ELEKTRÝK;354201300;Adresli doðalgaz dedektörü (Ölçü: Ad.) Doðalgazý algýlayacak ve gaz seviyesi % 20 LEL’e (patlama alt sýnýrý) ulaþtýðýnda 85 dB ses þiddetinde alarm verecektir. Adresli doðalgaz dedektörü mikroiþlemci kontrollü olacaktýr. Dedektör üzerinde uzaktan gözle kontrolün saðlanabilmesi için en az 3 adet Led ýþýðý olacaktýr. Sistemin devrede, alarm ve hata konumunda olduðunu gösterecektir. Dedektör üzerindeki test butonu sayesinde Led’lerin ve dahili sirenin fonksiyon testi yapýlacaktýr. Dedektör harici 24 V DC besleme gerilimiyle çalýþacaktýr. Modülün beslemesi 35.410.6000 birim fiyat numarasýnda belirtilen teknik özelliklere sahip 24V DC anahtarlamalý (SMPS) güç kaynaðýndan saðlanacaktýr. (Akü ve SMPS anahtarlamalý güç kaynaðý fiyatý birim fiyata dahil deðildir). TS EN 50194-1 standardýna uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve;;646.88
ELEKTRÝK;354201350;Doðalgaz dedektörü (Ölçü: Ad.) Doðalgazý algýlayacak ve 85 db ses þiddetinde alarm verecektir. Dedektör üzerinde uzaktan gözle kontrolün saðlanabilmesi için en az 3 adet Led ýþýðý olacak, Sistemin devrede, alarm ve hata konumunda olduðunu gösterecektir. Dedektör üzerindeki test butonu sayesinde Led’lerin ve dahili sirenin fonksiyon testi yapýlabilecektir. 220 V AC veya 12/24 V DC besleme gerilimiyle çalýþabilecektir. Modülün beslemesi  35.410.6000 birim fiyat numarasýnda belirtilen teknik özelliklere sahip 24 V DC anahtarlamalý (SMPS) güç kaynaðýndan saðlanacaktýr (Akü ve SMPS anahtarlamalý güç kaynaðý fiyatý birim fiyata dahil deðildir). TS EN 50194-1 standardýna uygun ve CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyanýna sahip firma mamulü dedektörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;646.88
ELEKTRÝK;354201400;Adresli Karbonmonoksit gaz dedektörü (Ölçü: Ad.) Karbonmonoksit gazýný algýlayacak ve 2 farklý gaz seviyesinde alarm verecektir. Birinci alarm seviyesi 100 ppm'e  ulaþtýðýnda , ikinci alarm seviyesi 200 ppm'e ulaþtýðýnda 85 dB ses þiddetinde alarm verecektir. Ayrýca her iki alarm seviyesi için ayrý kuru kontak çýkýþýna sahip olacaktýr. Adresli karbonmonoksit gaz dedektörü mikroiþlemci kontrollü olacaktýr. Dedektör üzerinde uzaktan gözle kontrolün saðlanabilmesi için en az 3 adet Led ýþýðý olacaktýr. Sistemin devrede, alarm ve hata konumunda olduðunu gösterecektir. Dedektör üzerindeki test butonu sayesinde Led’lerin ve dahili sirenin fonksiyon testi yapýlacaktýr. Dedektör, harici 24 V DC besleme gerilimiyle çalýþacaktýr. Modülün beslemesi 24 V DC  anahtarlamalý (SMPS) güç kaynaðýndan saðlanacaktýr. (Akü ve SMPS anahtarlamalý güç kaynaðý fiyatý birim fiyata dahil deðildir). Akýllý analog adresli sistemin çevrim kablosuna baðlanacaktýr. TS EN 50291-1 standardýna ve ISO 9001 Kalite Yönetim Sistem belgelerine sahip dedektörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;646.88
ELEKTRÝK;354201450;Karbonmonoksit gaz dedektörü (Ölçü: Ad.) Karbonmonoksit gazýný algýlayacak ve 85 db ses þiddetinde alarm verecektir Dedektör üzerinde uzaktan gözle kontrolün saðlanabilmesi için en az 3 adet led ýþýðý olacak,sistemin devrede, alarm ve hata konumunda olduðunu gösterecektir. Dedektör üzerindeki test butonu sayesinde led’lerin ve dahili sirenin fonksiyon testi yapýlabilecektir. 220 V AC, 12/24 V DC besleme gerilimiyle çalýþacaktýr. Modülün beslemesi 35.420.1450 birim fiyat numarasýnda belirtilen teknik özelliklere sahip 24 V DC anahtarlamalý (SMPS) güç kaynaðýndan saðlanacaktýr (Akü ve SMPS anahtarlamalý güç kaynaðý fiyatý birim fiyata dahil deðildir). TS EN 50291-1 standardýna uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyanýna sahip firma mamulü dedektörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;646.88
ELEKTRÝK;354202001;1 kanal;;9587.50
ELEKTRÝK;354202002;2 kanal;;11337.50
ELEKTRÝK;354202003;3 kanal;;13087.50
ELEKTRÝK;354202004;4 kanal;;16587.50
SIHHÝ TESÝSAT;354202050;"Alev sýzdýrmaz kýzýlötesi (IR) gaz dedektörü (Ölçü:Ad.) Alev sýzdýrmaz kýzýlötesi (IR) gaz detektörü, hidrokarbon gazlarýný kýzýlötesi ýþýðýn soðurulmasý prensibiyle algýlayacak ve Patlayýcý gazlar 0-100 LEL% aralýðýnda algýlanmalýdýr. Anlýk tepki zamaný T90’da 3 saniyeden küçük ve tekrarlanabilirlik % 2 FSD’den büyük olmamalýdýr. Alev sýzdýrmaz kýzýlötesi (IR) gaz detektörü gövdesi LM alüminyum alaþým ve toz polyester kaplanmýþ olmalýdýr. Detektör % 90 oranýnda engellemeye kadar kusursuz çalýþabilmelidir. Optik (ayna) düzeneðin % 75 oranýnda kirlenmesi durumunda, kirlenme uyarýsý verebilmelidir. Sistemde buharlaþmayý önleyen ýsýtma tertibatý bulunmalýdýr. Kýzýlötesi çýkýþý ile öz güvenlikli baðlantý kullanýlarak patlama tehlikesi bulunan mekanlarda tek kiþinin kalibrasyon yapmasý mümkün olmalýdýr. Dedektörde iletiþim için RS-485 ve 4/20 mA sinyal çýkýþý bulunmalýdýr. Alev sýzdýrmaz kýzýlötesi (IR) gaz dedektörü üzerinde bulunan ýþýklý gösterge ile farklý (yeþil, sarý, kýrmýzý) renklerde normal çalýþma, hata ve gaz alarm durumlarýnýn gösterilmesi gereklidir. MTBF (arýzalar arasý ortalama süre) ömrü minimum 10 yýl olacak kadar dayanýklý olmalýdýr. En az IP 66 koruma sýnýflarýna sahip olmalýdýr. Endüstriyel kombine gaz alarm santralýna baðlanabilmelidir. Alev sýzdýrmaz kýzýlötesi (IR) gaz dedektörü; standartlarýna sahip olmalýdýr. Muhtemel Patlayýcý Ortamda Kullanýlan Teçhizat ve Koruyucu Sistemler ile Ýlgili Yönetmeliðe (2014/34/AB) ve TS EN 60079-0 standardýna uygun,  EEx d II C T6, onaylarý bulunan Elektromanyetik Uyumluluk Yönetmeliði 2014/30/AB uygun olarak TS EN 50270, RF yayma TS EN 61000-6-4 standardýna uygun üretilmiþ, üreticinin performans beyaný sahip, CE uygunluk iþaretiyle piyasa arz edilmiþ olacaktýr. Alev sýzdýrmaz kýzýlötesi (IR) gaz dedektörünün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi";;4146.88
ELEKTRÝK;354202100;"Alev sýzdýrmaz kýzýlötesi (IR) alev dedektörü (Ölçü:Ad.) Alev sýzdýrmaz kýzýlötesi (IR) alev dedektörü, ortamdaki alevi algýlayabilecek ve hýzlý bir biçimde cevap verecek, ayrýca kullanýlacaðý mahalden kaynaklanabilecek kirlenme, yaðlanma ve tozlanmadan etkilenmeyecek þekilde tasarlanmýþ olmalýdýr. Alev sýzdýrmaz IR alev detektörü 3 adet IR sensöre sahip olmalý bu 3 ayrý sensörden gelen bilgiyi kontrol ederek  yalancý alarm riskini ortadan kaldýrmalýdýr. Alev sýzdýrmaz IR alev dedektörü ortamda meydana gelebilecek ani alev parlamalarýnda en fazla 2 saniye içerisinde sinyal vermeli, kullanýcý isteði ile bu süre 30 saniyeye kadar geciktirilebilecek þekilde tasarlanmýþ olmalýdýr. Alev sýzdýrmaz  IR alev detektörü 90º dikey ve 90º yatayda ani alev parlamalarýný algýlamalýdýr. IR alev detektörünün 4-20 mA çýkýþý olmalý, 4-20mA ile normal durum, hata ve alarm bilgisi verebilmelidir. Ayrýca kontak çýkýþlarý ile alarm, hata ve kirlenme bilgisi verebiliyor olmalýdýr. 30 V DC'de 2A veya 250 V AC'de 5A alarm ve hata rölesi kontaðýna sahip olmalýdýr. MTBF (arýzalar arasý ortalama süre) ömrü minimum 100.000 saat olacak kadar dayanýklý olmalýdýr. IP 66 veya üstü koruma sýnýfýna sahip olmalýdýr. Endüstriyel kombine gaz alarm santralýna ve öz güvenlikli bölge denetim modülü sayesinde analog adresli yangýn alarm santralýna baðlanabilmelidir. Alev sýzdýrmaz kýzýlötesi (IR) alev detektörü; FM, NFPA, class I Div. 1 Groups B, C & D, NFPA class II Div. 1 Groups E, F & G ve CENELEC EExd II B TS standartlarýna sahip olmalýdýr. ISO 9001 Kalite Yönetim Sistem belgelerine sahip üretici firma mamulü olacaktýr. TS EN 54-10 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný  ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip alev sýzdýrmaz kýzýlötesi (IR) alev dedektörünün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.";;4146.88
ELEKTRÝK;354202150;Deprem hareketini algýlayan otomatik gaz ve enerji kesme cihazý (Ölçü:Ad.) Deprem sarsýntýsýnda TS standardýnda belirtilen ivme deðerlerindeki sismik hareketleri algýlayýp kontrol sinyalleri üreterek binanýn elektrik enerjisini , doðalgaz / lpg gibi yanýcý ve parlayýcý gazlarý yakan cihazlarýn gaz besleme hatlarýný otomatik olarak kesen, jeneratörleri devre dýþý býrakarak elektrik kesintilerinde otomatik olarak devreye girmelerini engelleyen, asansörleri acil mod durumuna alarak deprem anýnda asansörleri en yakýn kata getirerek durmasýný ve kapýlarýný açýk tutarak hýzlý tahliye yapýlmasýný saðlayan, deprem sýrasýnda çalýþmasý tehlike yaratabilecek diðer elektrikli cihazlarý otomatik olarak devreden çýkaran, deprem sonrasý oluþacak zararlarý asgariye indiren, mikroprossesör kontrollu, aþýrý yük koruma röle çýkýþlarý olan, enerji verildiðinde ve reset durumunda kendi kendini test edebilen, deprem dýþý hafif sarsýntýlardan etkilenmeyen, TS 12884 standardýna uygun, CE uygunluk iþaretiyli, iki eksende ivme izleyebilen sensörlü, deprem anýnda sesli ve ýþýklý uyarý verebilen, en az 24;;2396.88
ELEKTRÝK;354301300;"Acil Anons Sistemi Uzak Yöneticileri ve Ýtfaiyeci Paneli: (Ölçü: Ad.) Uzak yönetici ekipmanlarý, denetleyici ve yönlendiricilerin ön ve arka yüzünü uzak bir noktaya taþýmak için kullanýlacaktýr. Ýtfaiyeci paneli üzerinden acil durumu girmek, onaylamak, arýza durumunu gidermek, acil durumu sýfýrlamak mümkün olmalýdýr. Uzak kontrol panelleri ve itfaiyeci paneli; sistem merkezindeki denetleyici ve yönlendiricilere blendajlý CAT-5 kablo ile baðlanabilecektir. Güç amfileri 35.430.1330 birim fiyat numarasýnda belirtilen teknik özelliklere uygun TS EN 54-4 standardýna uygun güç kaynaðýndan beslenecektir ve güç kaynaðý birim fiyata dahil deðildir. Acil anons sistemi uzak yöneticileri ve itfaiyeci paneli, TS EN 54-16 standartýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olan  acil anons sistemi uzak yöneticileri ve itfaiyeci panelinin iþyerine nakli, montajý, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.";;3484.38
